Feature,Importance
Feature_8,0.8707222816387583
Feature_9,0.6223720152643702
Feature_6,0.5830374489921379
Feature_5,0.5477159533084146
Feature_12,0.39855600877919156
Feature_3,0.366862658824141
Feature_13,0.2935992386429886
Feature_11,0.25951148424181164
Feature_4,0.22829907637871408
Feature_7,0.18062379162398665
Feature_10,0.11809230805215094
Feature_1,0.08176916443387744
Feature_0,0.037116202319863664
Feature_2,0.0
